relationship_type,relationship_confidence,head_entity_type,head_entity_surface,tail_entity_type,tail_entity_surface,proximity_distance,pattern
ORL,0.6,COMPANY,Lenovo,GPE,Colorado Springs,105,proximity
ORL,0.6,PERSON,Jacob Gonzalez,GPE,Bakersfield,105,proximity
ORL,0.6,COMPANY,Linear,COMPANY,Databricks,106,proximity
ORL,0.6,COMPANY,Lenovo,COMPANY,Lenovo,106,proximity
ORL,0.6,ORG,Network Security,TECHNOLOGY,BI,107,proximity
ORL,0.6,ORG,Supply Chain Optimization,GPE,Baltimore,107,proximity
ORL,0.6,PERSON,Wyatt James,GPE,Colorado Springs,108,proximity
ORL,0.6,ORG,Amarillo,ORG,Lucas Bell,108,proximity
ORL,0.6,GPE,Colorado Springs,ORG,Testing Services,109,proximity
ORL,0.6,TECHNOLOGY,BI,ORG,Mason Rogers,109,proximity
ORL,0.6,PERSON,Michael Wilson,GPE,Milwaukee,110,proximity
ORL,0.6,COMPANY,Dell,ORG,FashionTech,110,proximity
ORL,0.6,PERCENT,52%,PERSON,Kafka,111,proximity
ORL,0.6,GPE,Amarillo,DATE,the next two years,111,proximity
ORL,0.6,TECHNOLOGY,Analytics,PERSON,Jack Foster,111,proximity
ORL,0.6,ORG,FashionTech,COMPANY,Lenovo,111,proximity
ORL,0.6,ORG,Network Security,PERSON,Kafka,111,proximity
ORL,0.6,PERSON,Cloud Migration,NORP,PropTech,111,proximity
ORL,0.6,COMPANY,SAP,PERCENT,44%,112,proximity
ORL,0.6,PRODUCT,Compliance,PERSON,Robert Taylor,112,proximity
ORL,0.6,ORG,CTO,PERSON,Full Stack,112,proximity
ORL,0.6,COMPANY,Lenovo,MONEY,an additional $76 million,113,proximity
ORL,0.6,LOCATION,Japan,PERCENT,38%,113,proximity
ORL,0.6,PERSON,Full Stack,ORG,Supply Chain Optimization,113,proximity
ORL,0.6,TECHNOLOGY,CI/CD,COMPANY,Databricks,113,proximity
ORL,0.6,COMPANY,Lenovo,COMPANY,Cisco,114,proximity
ORL,0.6,ORG,Lucas Bell,GPE,React,114,proximity
ORL,0.6,TECHNOLOGY,Machine Learning,DATE,2025-02-10,114,proximity
ORL,0.6,PRODUCT,Compliance,PERCENT,52%,115,proximity
ORL,0.6,ORG,Consulting,ORG,Network Security,115,proximity
ORL,0.6,ORG,FashionTech,TECHNOLOGY,Analytics,116,proximity
ORL,0.6,ORG,Compliance,MONEY,$113 million,116,proximity
ORL,0.6,ORG,Abstract,ORG,PyTorch,116,proximity
ORL,0.6,ORG,Business Advisor,GPE,Detroit,117,proximity
ORL,0.6,COMPANY,AMD,PERCENT,44%,117,proximity
ORL,0.6,TECHNOLOGY,Business Intelligence,PERSON,Jacob Gonzalez,117,proximity
ORL,0.6,DATE,2025-02-10,COMPANY,Lenovo,117,proximity
ORL,0.6,ORG,Business Advisor,ORG,FashionTech,118,proximity
ORL,0.6,PERSON,Robert Taylor,ORG,Android,118,proximity
ORL,0.6,ORG,Supply Chain Optimization,LOCATION,Australia,118,proximity
ORL,0.6,PERCENT,52%,COMPANY,Slack,118,proximity
ORL,0.6,COMPANY,IoT Solutions,DATE,2024-12-24,118,proximity
ORL,0.6,GPE,Bakersfield,ORG,PyTorch,119,proximity
ORL,0.6,ORG,Elasticsearch,COMPANY,IoT Solutions,119,proximity
ORL,0.6,COMPANY,SAP,ORG,FashionTech,119,proximity
ORL,0.6,PERSON,Jack Foster,TECHNOLOGY,CI/CD,120,proximity
ORL,0.6,TECHNOLOGY,Analytics,COMPANY,Lenovo,120,proximity
ORL,0.6,ORG,Amarillo,PRODUCT,Enterprise,120,proximity
ORL,0.6,DATE,2024-12-24,COMPANY,Lenovo,121,proximity
ORL,0.6,ORG,Network Security,COMPANY,Slack,122,proximity
ORL,0.6,ORG,Kubernetes,ORG,Customer Experience and,122,proximity
ORL,0.6,PERSON,Jacob Gonzalez,GPE,Atlanta,122,proximity
ORL,0.6,ORG,Android,ORG,Supply Chain Optimization,122,proximity
ORL,0.6,COMPANY,Slack,PERSON,Jack Foster,123,proximity
ORL,0.6,PERCENT,38%,CARDINAL,195,123,proximity
ORL,0.6,PERSON,Palantir,ORG,PyTorch,123,proximity
ORL,0.6,COMPANY,Cisco,COMPANY,Lenovo,123,proximity
ORL,0.6,ORG,FashionTech,ORG,Abstract,124,proximity
ORL,0.6,COMPANY,AMD,ORG,FashionTech,124,proximity
ORL,0.6,GPE,Birmingham,ORG,Testing Services,124,proximity
ORL,0.6,ORG,CTO,GPE,React,124,proximity
ORL,0.6,COMPANY,Oracle,COMPANY,AMD,124,proximity
ORL,0.6,PERSON,Michael Wilson,LOCATION,Japan,124,proximity
ORL,0.6,ORG,PyTorch,COMPANY,IoT Solutions,125,proximity
ORL,0.6,COMPANY,Lenovo,PERSON,Palantir,125,proximity
ORL,0.6,ORG,Performance Optimization,ORG,Consulting,125,proximity
ORL,0.6,ORG,PyTorch,PRODUCT,Compliance,125,proximity
ORL,0.6,PERSON,PyTorch,TECHNOLOGY,Business Intelligence,125,proximity
ORL,0.6,COMPANY,IoT Solutions,GPE,Baltimore,125,proximity
ORL,0.6,ORG,FashionTech,MONEY,$963 million,126,proximity
ORL,0.6,MONEY,an additional $76 million,ORG,FashionTech,126,proximity
ORL,0.6,GPE,Milwaukee,PERCENT,38%,127,proximity
ORL,0.6,PERSON,Jack Foster,COMPANY,Linear,127,proximity
ORL,0.6,ORG,Abstract,DATE,2025-02-10,127,proximity
ORL,0.6,PERSON,Robert Taylor,PERSON,Full Stack,127,proximity
ORL,0.6,NORP,PropTech,COMPANY,Azure,127,proximity
ORL,0.6,PRODUCT,Compliance,ORG,CTO,127,proximity
ORL,0.6,DATE,2025-02-10,MONEY,$984 million,128,proximity
ORL,0.6,ORG,PyTorch,COMPANY,Lenovo,128,proximity
ORL,0.6,ORG,FashionTech,ORG,FashionTech,128,proximity
ORL,0.6,PRODUCT,Compliance,ORG,FashionTech,129,proximity
ORL,0.6,COMPANY,Azure,ORG,Customer Experience and,129,proximity
ORL,0.6,GPE,Columbus,ORG,PyTorch,129,proximity
ORL,0.6,COMPANY,Oracle,COMPANY,SAP,129,proximity
ORL,0.6,DATE,the next two years,PRODUCT,Compliance,130,proximity
ORL,0.6,PERSON,Kafka,PERSON,Jack Foster,130,proximity
ORL,0.6,PERCENT,52%,TECHNOLOGY,Analytics,130,proximity
ORL,0.6,PERSON,Wyatt James,GPE,Detroit,130,proximity
ORL,0.6,MONEY,$555 million,PERSON,Wyatt James,130,proximity
ORL,0.6,PERSON,Luke Russell,ORG,FashionTech,132,proximity
ORL,0.6,DATE,2024-11-19,MONEY,$113 million,132,proximity
ORL,0.6,COMPANY,IBM,COMPANY,AMD,132,proximity
ORL,0.6,CARDINAL,195,TECHNOLOGY,BI,132,proximity
ORL,0.6,PERCENT,44%,MONEY,$963 million,133,proximity
ORL,0.6,ORG,Supply Chain Optimization,GPE,Henderson,133,proximity
ORL,0.6,COMPANY,Cisco,ORG,PyTorch,134,proximity
ORL,0.6,ORG,Compliance,COMPANY,Stripe,134,proximity
ORL,0.6,NORP,PropTech,ORG,Kubernetes,134,proximity
ORL,0.6,ORG,Business Advisor,ORG,Consulting,134,proximity
ORL,0.6,COMPANY,Linear,COMPANY,IoT Solutions,135,proximity
ORL,0.6,COMPANY,IoT Solutions,PERSON,Luke Russell,135,proximity
ORL,0.6,PERSON,Jacob Gonzalez,ORG,FashionTech,135,proximity
ORL,0.6,ORG,Consulting,COMPANY,Lenovo,135,proximity
ORL,0.6,COMPANY,IoT Solutions,LOCATION,Australia,136,proximity
ORL,0.6,CARDINAL,195,PERSON,Kafka,136,proximity
ORL,0.6,COMPANY,Lenovo,PERCENT,52%,137,proximity
ORL,0.6,MONEY,$963 million,PERSON,Michael Wilson,137,proximity
ORL,0.6,COMPANY,VMware,PERCENT,38%,137,proximity
ORL,0.6,COMPANY,IBM,COMPANY,SAP,137,proximity
ORL,0.6,ORG,FashionTech,TECHNOLOGY,Machine Learning,137,proximity
ORL,0.6,PRODUCT,Compliance,ORG,Lucas Bell,137,proximity
ORL,0.6,ORG,Elasticsearch,ORG,Supply Chain Optimization,137,proximity
ORL,0.6,COMPANY,Oracle,COMPANY,Dell,138,proximity
ORL,0.6,ORG,PyTorch,MONEY,$984 million,139,proximity
ORL,0.6,ORG,PyTorch,PERSON,Jack Foster,139,proximity
ORL,0.6,ORG,Testing Services,DATE,2024-12-24,139,proximity
ORL,0.6,PERSON,Robert Taylor,GPE,React,139,proximity
ORL,0.6,ORG,Performance Optimization,NORP,PropTech,140,proximity
ORL,0.6,ORG,Customer Experience and,PERSON,Jacob Gonzalez,141,proximity
ORL,0.6,COMPANY,Cisco,MONEY,$113 million,141,proximity
ORL,0.6,GPE,Detroit,ORG,PyTorch,142,proximity
ORL,0.6,TECHNOLOGY,CI/CD,COMPANY,IoT Solutions,142,proximity
ORL,0.6,COMPANY,Lenovo,ORG,PyTorch,142,proximity
ORL,0.6,ORG,Consulting,COMPANY,Azure,142,proximity
ORL,0.6,PRODUCT,Enterprise,GPE,Palantir,143,proximity
ORL,0.6,MONEY,$555 million,ORG,Business Advisor,143,proximity
ORL,0.6,PERSON,Jack Foster,ORG,Elasticsearch,143,proximity
ORL,0.6,ORG,Mason Rogers,TECHNOLOGY,Analytics,144,proximity
ORL,0.6,ORG,FashionTech,GPE,Amarillo,144,proximity
ORL,0.6,COMPANY,Cisco,PRODUCT,Compliance,145,proximity
ORL,0.6,DATE,2025-02-10,COMPANY,Cisco,145,proximity
ORL,0.6,ORG,Compliance,COMPANY,VMware,145,proximity
ORL,0.6,PERSON,Michael Wilson,ORG,Performance Optimization,145,proximity
ORL,0.6,COMPANY,Lenovo,ORG,Testing Services,145,proximity
ORL,0.6,ORG,Kubernetes,TECHNOLOGY,Business Intelligence,146,proximity
ORL,0.6,COMPANY,IBM,COMPANY,Dell,146,proximity
ORL,0.6,ORG,FashionTech,ORG,Testing Services,146,proximity
ORL,0.6,LOCATION,Japan,ORG,Consulting,146,proximity
ORL,0.6,CARDINAL,195,COMPANY,Slack,147,proximity
ORL,0.6,COMPANY,Dell,ORG,PyTorch,147,proximity
ORL,0.6,COMPANY,Stripe,PERCENT,38%,148,proximity
ORL,0.6,PERSON,Luke Russell,ORG,Consulting,148,proximity
ORL,0.6,PERCENT,38%,ORG,Network Security,148,proximity
ORL,0.6,GPE,Henderson,COMPANY,AMD,148,proximity
ORL,0.6,COMPANY,IoT Solutions,ORG,Business Advisor,149,proximity
ORL,0.6,ORG,Supply Chain Optimization,COMPANY,IBM,149,proximity
ORL,0.6,COMPANY,Lenovo,PERSON,Wyatt James,149,proximity
ORL,0.6,DATE,2024-12-24,ORG,FashionTech,149,proximity
ORL,0.6,ORG,Consulting,ORG,Kubernetes,149,proximity
ORL,0.6,PRODUCT,Compliance,PRODUCT,Enterprise,149,proximity
ORL,0.6,DATE,2024-11-19,COMPANY,Stripe,150,proximity
ORL,0.6,ORG,FashionTech,GPE,Birmingham,150,proximity
ORL,0.6,ORG,FashionTech,COMPANY,Lenovo,151,proximity
ORL,0.6,GPE,Detroit,PERSON,Kafka,151,proximity
ORL,0.6,COMPANY,Lenovo,ORG,FashionTech,151,proximity
ORL,0.6,COMPANY,IoT Solutions,GPE,Henderson,151,proximity
ORL,0.6,TECHNOLOGY,Analytics,PERSON,Robert Taylor,151,proximity
ORL,0.6,COMPANY,Linear,ORG,Supply Chain Optimization,153,proximity
ORL,0.6,COMPANY,Azure,TECHNOLOGY,Business Intelligence,153,proximity
ORL,0.6,GPE,Henderson,COMPANY,SAP,153,proximity
ORL,0.6,ORG,FashionTech,GPE,Colorado Springs,154,proximity
ORL,0.6,PRODUCT,Compliance,DATE,the next two years,154,proximity
ORL,0.6,ORG,FashionTech,COMPANY,Lenovo,154,proximity
ORL,0.6,DATE,2025-02-10,DATE,2024-11-19,154,proximity
ORL,0.6,COMPANY,Databricks,GPE,Baltimore,154,proximity
ORL,0.6,NORP,PropTech,PERSON,PyTorch,155,proximity
ORL,0.6,ORG,Lucas Bell,GPE,Palantir,155,proximity
ORL,0.6,ORG,FashionTech,PRODUCT,Compliance,155,proximity
ORL,0.6,ORG,Compliance,GPE,Milwaukee,155,proximity
ORL,0.6,ORG,PyTorch,COMPANY,Cisco,156,proximity
ORL,0.6,PRODUCT,Enterprise,COMPANY,Databricks,156,proximity
ORL,0.6,COMPANY,SAP,ORG,PyTorch,156,proximity
ORL,0.6,ORG,Network Security,ORG,Customer Experience and,156,proximity
ORL,0.6,ORG,Testing Services,PERSON,Luke Russell,156,proximity
ORL,0.6,ORG,Business Advisor,PERCENT,52%,157,proximity
ORL,0.6,ORG,Supply Chain Optimization,COMPANY,Oracle,157,proximity
ORL,0.6,ORG,PyTorch,COMPANY,Lenovo,157,proximity
ORL,0.6,ORG,Business Advisor,ORG,FashionTech,158,proximity
ORL,0.6,PERSON,Jack Foster,ORG,Android,158,proximity
ORL,0.6,COMPANY,Dell,DATE,2025-02-10,158,proximity
ORL,0.6,GPE,Detroit,COMPANY,Slack,158,proximity
ORL,0.6,MONEY,$984 million,MONEY,$113 million,158,proximity
ORL,0.6,PERSON,Palantir,DATE,2024-12-24,159,proximity
ORL,0.6,DATE,the next two years,ORG,Amarillo,159,proximity
ORL,0.6,COMPANY,Cisco,COMPANY,Stripe,159,proximity
ORL,0.6,GPE,Milwaukee,ORG,Consulting,160,proximity
ORL,0.6,TECHNOLOGY,CI/CD,ORG,Supply Chain Optimization,160,proximity
ORL,0.6,PERSON,PyTorch,ORG,Mason Rogers,161,proximity
ORL,0.6,COMPANY,AMD,ORG,PyTorch,161,proximity
ORL,0.6,DATE,2024-11-19,COMPANY,VMware,161,proximity
ORL,0.6,LOCATION,Japan,NORP,PropTech,161,proximity
ORL,0.6,TECHNOLOGY,Analytics,ORG,PyTorch,161,proximity
ORL,0.6,ORG,FashionTech,COMPANY,Cisco,162,proximity
ORL,0.6,GPE,Henderson,COMPANY,Dell,162,proximity
ORL,0.6,COMPANY,Lenovo,ORG,Business Advisor,162,proximity
ORL,0.6,COMPANY,Slack,PERSON,Robert Taylor,163,proximity
ORL,0.6,LOCATION,Australia,COMPANY,AMD,163,proximity
ORL,0.6,ORG,Amarillo,TECHNOLOGY,CI/CD,163,proximity
ORL,0.6,MONEY,$555 million,COMPANY,Lenovo,163,proximity
ORL,0.6,GPE,Colorado Springs,ORG,PyTorch,164,proximity
ORL,0.6,COMPANY,Databricks,LOCATION,Australia,165,proximity
ORL,0.6,ORG,FashionTech,COMPANY,Lenovo,165,proximity
ORL,0.6,ORG,FashionTech,GPE,Colorado Springs,165,proximity
ORL,0.6,ORG,CTO,GPE,Palantir,165,proximity
ORL,0.6,ORG,PyTorch,DATE,2024-11-19,165,proximity
ORL,0.6,DATE,2024-12-24,ORG,Consulting,165,proximity
ORL,0.6,TECHNOLOGY,Analytics,ORG,CTO,166,proximity
ORL,0.6,COMPANY,Lenovo,COMPANY,IoT Solutions,166,proximity
ORL,0.6,MONEY,$113 million,PERCENT,38%,166,proximity
ORL,0.6,COMPANY,SAP,DATE,2025-02-10,167,proximity
ORL,0.6,PERSON,Jack Foster,PERSON,Full Stack,167,proximity
ORL,0.6,GPE,Atlanta,COMPANY,Lenovo,167,proximity
ORL,0.6,COMPANY,IoT Solutions,COMPANY,IBM,167,proximity
ORL,0.6,GPE,Palantir,GPE,Baltimore,167,proximity
ORL,0.6,ORG,Lucas Bell,COMPANY,Databricks,168,proximity
ORL,0.6,LOCATION,Australia,COMPANY,SAP,168,proximity
ORL,0.6,ORG,PyTorch,GPE,Amarillo,168,proximity
ORL,0.6,ORG,Compliance,LOCATION,Japan,169,proximity
ORL,0.6,COMPANY,Oracle,ORG,Abstract,169,proximity
ORL,0.6,PERCENT,52%,PRODUCT,Compliance,169,proximity
ORL,0.6,COMPANY,Lenovo,MONEY,$113 million,169,proximity
ORL,0.6,GPE,Detroit,TECHNOLOGY,Analytics,170,proximity
ORL,0.6,DATE,2025-02-10,ORG,Compliance,170,proximity
ORL,0.6,ORG,Testing Services,ORG,Business Advisor,170,proximity
ORL,0.6,COMPANY,Cisco,DATE,2024-12-24,170,proximity
ORL,0.6,ORG,Consulting,PERSON,PyTorch,170,proximity
ORL,0.6,COMPANY,VMware,ORG,Consulting,170,proximity
ORL,0.6,ORG,Consulting,ORG,Testing Services,170,proximity
ORL,0.6,ORG,Amarillo,COMPANY,Linear,170,proximity
ORL,0.6,PERSON,Kafka,PERSON,Robert Taylor,170,proximity
ORL,0.6,PERSON,Wyatt James,PERCENT,52%,170,proximity
ORL,0.6,COMPANY,Cisco,COMPANY,VMware,170,proximity
ORL,0.6,DATE,2024-11-19,GPE,Milwaukee,171,proximity
ORL,0.6,ORG,Business Advisor,ORG,FashionTech,171,proximity
ORL,0.6,PERSON,Luke Russell,ORG,FashionTech,172,proximity
ORL,0.6,COMPANY,AMD,DATE,2025-02-10,172,proximity
ORL,0.6,PERCENT,44%,COMPANY,Lenovo,172,proximity
ORL,0.6,ORG,FashionTech,PERSON,Palantir,173,proximity
ORL,0.6,GPE,Colorado Springs,PERSON,Kafka,173,proximity
ORL,0.6,GPE,Amarillo,ORG,PyTorch,174,proximity
ORL,0.6,GPE,Baltimore,COMPANY,AMD,174,proximity
ORL,0.6,PERSON,Michael Wilson,PERSON,Cloud Migration,174,proximity
ORL,0.6,GPE,Milwaukee,NORP,PropTech,175,proximity
ORL,0.6,COMPANY,IoT Solutions,COMPANY,Oracle,175,proximity
ORL,0.6,PERCENT,38%,COMPANY,Azure,175,proximity
ORL,0.6,COMPANY,Slack,PERSON,Jacob Gonzalez,175,proximity
ORL,0.6,GPE,Atlanta,COMPANY,Cisco,175,proximity
ORL,0.6,COMPANY,Lenovo,DATE,the next two years,176,proximity
ORL,0.6,ORG,FashionTech,MONEY,$984 million,176,proximity
ORL,0.6,MONEY,$984 million,COMPANY,Stripe,176,proximity
ORL,0.6,PERSON,Palantir,PERSON,Luke Russell,176,proximity
ORL,0.6,ORG,FashionTech,GPE,Detroit,176,proximity
ORL,0.6,TECHNOLOGY,Analytics,ORG,Lucas Bell,176,proximity
ORL,0.6,ORG,Mason Rogers,GPE,Columbus,176,proximity
ORL,0.6,LOCATION,Australia,COMPANY,Dell,177,proximity
ORL,0.6,COMPANY,IBM,ORG,Abstract,177,proximity
ORL,0.6,ORG,PyTorch,GPE,Colorado Springs,178,proximity
ORL,0.6,COMPANY,Slack,ORG,CTO,178,proximity
ORL,0.6,ORG,CTO,COMPANY,Databricks,178,proximity
ORL,0.6,ORG,PyTorch,MONEY,an additional $76 million,178,proximity
ORL,0.6,COMPANY,Lenovo,DATE,2024-12-24,178,proximity
ORL,0.6,GPE,Palantir,LOCATION,Australia,178,proximity
ORL,0.6,PERSON,Jack Foster,GPE,React,179,proximity
ORL,0.6,ORG,PyTorch,PERSON,Robert Taylor,179,proximity
ORL,0.6,COMPANY,Lenovo,COMPANY,Lenovo,179,proximity
ORL,0.6,GPE,Baltimore,COMPANY,SAP,179,proximity
ORL,0.6,COMPANY,IoT Solutions,ORG,FashionTech,179,proximity
ORL,0.6,TECHNOLOGY,Business Intelligence,TECHNOLOGY,Analytics,180,proximity
ORL,0.6,COMPANY,Databricks,GPE,Henderson,180,proximity
ORL,0.6,GPE,Colorado Springs,COMPANY,Slack,180,proximity
ORL,0.6,ORG,Business Advisor,GPE,Birmingham,180,proximity
ORL,0.6,ORG,Network Security,TECHNOLOGY,Business Intelligence,180,proximity
ORL,0.6,PERSON,Robert Taylor,GPE,Palantir,180,proximity
ORL,0.6,COMPANY,Cisco,GPE,Milwaukee,180,proximity
ORL,0.6,ORG,PyTorch,ORG,Compliance,181,proximity
ORL,0.6,COMPANY,Stripe,ORG,Consulting,181,proximity
ORL,0.6,CARDINAL,195,ORG,Customer Experience and,181,proximity
ORL,0.6,COMPANY,Lenovo,COMPANY,Lenovo,182,proximity
ORL,0.6,ORG,Kubernetes,ORG,Mason Rogers,182,proximity
ORL,0.6,COMPANY,Oracle,TECHNOLOGY,Machine Learning,182,proximity
ORL,0.6,PERCENT,38%,ORG,Kubernetes,182,proximity
ORL,0.6,PERCENT,44%,MONEY,$984 million,183,proximity
ORL,0.6,GPE,Amarillo,PERSON,Kafka,183,proximity
ORL,0.6,PERSON,Jacob Gonzalez,COMPANY,Lenovo,183,proximity
ORL,0.6,PERSON,Wyatt James,ORG,FashionTech,184,proximity
ORL,0.6,GPE,Bakersfield,COMPANY,Lenovo,184,proximity
ORL,0.6,ORG,FashionTech,ORG,Amarillo,184,proximity
ORL,0.6,PERSON,Kafka,ORG,CTO,185,proximity
ORL,0.6,COMPANY,VMware,NORP,PropTech,185,proximity
ORL,0.6,DATE,2024-11-19,LOCATION,Japan,185,proximity
ORL,0.6,PRODUCT,Enterprise,COMPANY,IoT Solutions,185,proximity
ORL,0.6,MONEY,$555 million,PRODUCT,Compliance,185,proximity
ORL,0.6,ORG,PyTorch,ORG,FashionTech,185,proximity
ORL,0.6,PERSON,Kafka,PERSON,Jacob Gonzalez,186,proximity
ORL,0.6,PERSON,Cloud Migration,CARDINAL,195,186,proximity
ORL,0.6,MONEY,an additional $76 million,COMPANY,Lenovo,186,proximity
ORL,0.6,ORG,Mason Rogers,GPE,Bakersfield,186,proximity
ORL,0.6,GPE,Atlanta,PERSON,Palantir,186,proximity
ORL,0.6,ORG,Amarillo,ORG,Elasticsearch,186,proximity
ORL,0.6,ORG,FashionTech,ORG,Testing Services,186,proximity
ORL,0.6,COMPANY,Lenovo,COMPANY,Stripe,187,proximity
ORL,0.6,COMPANY,Cisco,PERSON,Luke Russell,187,proximity
ORL,0.6,MONEY,$984 million,COMPANY,VMware,187,proximity
ORL,0.6,COMPANY,Slack,ORG,Lucas Bell,188,proximity
ORL,0.6,GPE,Baltimore,COMPANY,Dell,188,proximity
ORL,0.6,TECHNOLOGY,Analytics,PRODUCT,Enterprise,188,proximity
ORL,0.6,COMPANY,Cisco,GPE,Amarillo,188,proximity
ORL,0.6,COMPANY,Azure,ORG,Mason Rogers,189,proximity
ORL,0.6,DATE,2024-12-24,ORG,FashionTech,189,proximity
ORL,0.6,COMPANY,IBM,TECHNOLOGY,Machine Learning,190,proximity
ORL,0.6,ORG,Compliance,ORG,Performance Optimization,190,proximity
ORL,0.6,PERSON,Palantir,ORG,Business Advisor,190,proximity
ORL,0.6,GPE,Amarillo,COMPANY,Slack,190,proximity
ORL,0.6,TECHNOLOGY,BI,PERSON,Jacob Gonzalez,190,proximity
ORL,0.6,PRODUCT,Compliance,TECHNOLOGY,CI/CD,192,proximity
ORL,0.6,TECHNOLOGY,Machine Learning,MONEY,$963 million,192,proximity
ORL,0.6,GPE,Colorado Springs,TECHNOLOGY,Analytics,192,proximity
ORL,0.6,GPE,Bakersfield,COMPANY,Cisco,192,proximity
ORL,0.6,ORG,FashionTech,ORG,Testing Services,193,proximity
ORL,0.6,PERSON,Robert Taylor,COMPANY,Databricks,193,proximity
ORL,0.6,GPE,Palantir,GPE,Henderson,193,proximity
ORL,0.6,GPE,Henderson,ORG,Abstract,193,proximity
ORL,0.6,ORG,FashionTech,COMPANY,Cisco,193,proximity
ORL,0.6,GPE,Columbus,COMPANY,Lenovo,194,proximity
ORL,0.6,PERSON,Luke Russell,GPE,Birmingham,194,proximity
ORL,0.6,COMPANY,Cisco,LOCATION,Japan,194,proximity
ORL,0.6,ORG,PyTorch,ORG,CTO,194,proximity
ORL,0.6,ORG,Business Advisor,GPE,Colorado Springs,195,proximity
ORL,0.6,COMPANY,Lenovo,PERSON,Luke Russell,195,proximity
ORL,0.6,PERSON,Kafka,ORG,Lucas Bell,195,proximity
ORL,0.6,ORG,FashionTech,PERCENT,44%,196,proximity
ORL,0.6,ORG,Business Advisor,DATE,the next two years,196,proximity
ORL,0.6,COMPANY,Stripe,NORP,PropTech,196,proximity
ORL,0.6,COMPANY,Databricks,COMPANY,IBM,196,proximity
ORL,0.6,MONEY,$984 million,GPE,Milwaukee,197,proximity
ORL,0.6,ORG,Lucas Bell,COMPANY,IoT Solutions,197,proximity
ORL,0.6,COMPANY,Cisco,GPE,Colorado Springs,198,proximity
ORL,0.6,PERCENT,52%,ORG,Amarillo,198,proximity
ORL,0.6,COMPANY,Lenovo,COMPANY,VMware,198,proximity
ORL,0.6,MONEY,$113 million,ORG,Consulting,199,proximity
ORL,0.6,PRODUCT,Compliance,COMPANY,Linear,199,proximity
